product_id,title,handle,status,sales_channel_membership,variant_ids,cad_price,usd_price,created_at,updated_at,likely_test_product,duplicate_group,recommended_action,approved_action
prod_01KVSFB7DRWS2W3RZ6PEWEJV29,Red Strawberries,red-strawberries,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB7EKARSRMJ14F2T30WPN,699,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB7FQRQPT7HHHQTS0D9QA,Green Grapes,green-grapes,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB7GDJ405F2JQJ8A68700,599,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB7HK2723G4QTVR3DBP0S,Sweet Mangoes,sweet-mangoes,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB7JCCZ0V3E7Q7JQPAYGW,799,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB7KH3MAADTC8FXDNB7K9,Organic Carrots,organic-carrots,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB7M7DJ2NQP1MRFC161ZP,399,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB7NFW3HA28BEMYCHVFRJ,Fresh Broccoli,fresh-broccoli,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB7PMVBDKJ5NHD9CQQ5NX,449,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB7REXCQRQ06W82C4610V,Green Spinach,green-spinach,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB7SC8G5X8ZGN2TAPHTPG,499,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB7VJMJVD821ZFVYN9FWV,Red Tomatoes,red-tomatoes,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB7WSVC6Y3C0E24ZSP890,399,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB7Z7ZARK3KPZCNNGCFN8,Organic Potatoes,organic-potatoes,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB80MDTP8T8R6Z7GB0CQN,549,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB82HYD8N48WG7XQGKWBW,Organic Milk,organic-milk,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB83K91ZD462YSQSFPK8C,649,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB85A4E8Z4E4F7ZX8E2SW,Greek Yogurt,greek-yogurt,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB86BTEA7ZEZ2M01STJYG,599,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB87RKDRSY8HR988M0Z9K,Cheddar Cheese,cheddar-cheese,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB88CG0FGKBQTG2KNBZE8,799,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8A3QK5WZV03MTMEAHPD,Fresh Butter,fresh-butter,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8B6VM0SCQ8NFQZRC239,549,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8CFN04MJA0CDQ8Y3QZX,Paneer Block,paneer-block,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8D6X5V3ZFD2N7NXRYY5,699,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8ENFV01KZE8AYE46CJB,Whole Wheat Bread,whole-wheat-bread,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8FGBH5QYY47W48PZY7B,499,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8GJWSH1JMXG0XPG2F6N,Croissant,croissant,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8HDHXQHA4PKSS9PQ89A,349,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8JPGQQ7QE235C4QDZX0,Sourdough Loaf,sourdough-loaf,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8K8SQ0PERBD5HNEJE6M,699,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8M7AVMZ6888SSSYQE5K,Muffins Pack,muffins-pack,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8MVTVENGRRVN6V61TQN,899,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8NSZ67XN9G17BJJ1W38,Organic Cookies,organic-cookies,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8PAKFQGF5B8VM9DCSFJ,649,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8QBJ9M95V6E0DFZWHBV,Chicken Breast,chicken-breast,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8R0M148Z5PHK7597K2E,1299,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8S2F4YXNV9BAKSNB9M2,Lamb Chops,lamb-chops,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8STSXDM303M3W7B1C6A,1899,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8V27PTZ08274047AXD9,Turkey Slices,turkey-slices,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8VPBD68YJKXTHQMNQ8W,1099,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8WPTXN2GCYBZ5XH4RH6,Beef Steak,beef-steak,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8X9WW94FBJDVM4J4VFH,2299,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB8YFCM952E63E8F4955Z,Chicken Sausages,chicken-sausages,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB8Z51WWP1W03QSDBY8N3,999,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB913BBP6JV700C09QV5D,Salmon Fillet,salmon-fillet,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB92CWGYZ3A6S6EMXP6BE,1999,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB94BJ8CSBH3WSE47JY4N,Fresh Prawns,fresh-prawns,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB95KV4BKPP4JT3WD2MRP,1699,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB97WZ9DA9P6VRTKVQAFF,Tuna Steak,tuna-steak,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB992JJ928VFRNB422JQ9,1899,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB9B2AF16KR0X5JE0C3WV,Crab Meat,crab-meat,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB9C5W5C0347WGB5RNS4Y,2199,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSFB9E75M66XRVS6N0XS6ZW,White Fish Fillet,white-fish-fillet,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSFB9F81ZZM6H5SSK61WGBN,1499,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSPT0255E9PQS0FJZ94MPSR,Papaya,papaya-mqqc55q3,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSPT08VCN1E9D4CYYGQBG3Q,699,,Tue Jun 23 2026 13:11:07 GMT+0530 (India Standard Time),Tue Jun 23 2026 13:11:07 GMT+0530 (India Standard Time),no,papaya,merge manually,
prod_01KVSPZAPBTBRDSZHTRVCYXW6Z,Papaya Pack 2015cd,papaya-pack-2015cd-mqqc8whq,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSPZAVZKYRRNKJJXMB3VJH0|variant_01KVSPZAW0S335JX2KXGD7NEQJ,499|899,,Tue Jun 23 2026 13:14:02 GMT+0530 (India Standard Time),Tue Jun 23 2026 13:14:02 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSQ48867BV7ZNMYB7CFZX75,Papaya Final a90dd3,papaya-final-a90dd3-mqqccd0y,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSQ48EZAJH0KY9XVS2ZZ7BA,799,,Tue Jun 23 2026 13:16:43 GMT+0530 (India Standard Time),Tue Jun 23 2026 13:16:43 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSQ9RMC9VY464EF61WVPZE2,Papaya Link 1a8db7,papaya-link-1a8db7-mqqcg8cz,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSQ9RXKQWZBH7AK4VK7PTSV,899,,Tue Jun 23 2026 13:19:44 GMT+0530 (India Standard Time),Tue Jun 23 2026 13:19:44 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSQZ00MWS1S3T7FYJJC0VXK,Papaya Link Array b9f928,papaya-link-array-b9f928-mqqcv56k,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSQZ04ZZ120JMVMPCQ0PYQJ,999,,Tue Jun 23 2026 13:31:19 GMT+0530 (India Standard Time),Tue Jun 23 2026 13:31:19 GMT+0530 (India Standard Time),no,,keep,
prod_01KVSR6H141CJWVP91R4T3TD8E,Papaya Vendor Smoke dc9962,papaya-vendor-smoke-dc9962-mqqd0fm9,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSR6H59F57ED9M0GRE24BNJ,999,,Tue Jun 23 2026 13:35:26 GMT+0530 (India Standard Time),Tue Jun 23 2026 13:35:26 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,,remove from sales channel,
prod_01KVSZH979HQY5NNJS0BCC8Y7Q,papaya,papaya-mqqhlb57,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVSZH9M19J7GWF1M8TV5D5ZZ,600,,Tue Jun 23 2026 15:43:39 GMT+0530 (India Standard Time),Tue Jun 23 2026 15:43:39 GMT+0530 (India Standard Time),no,papaya,merge manually,
prod_01KVW0YM6H0HYPRV73MKDJZWDX,Pineapple,pineapple-mqrmfj25,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVW0YMR5Q4X2P1H9QVJ0W6XK,900,,Wed Jun 24 2026 10:46:53 GMT+0530 (India Standard Time),Wed Jun 24 2026 10:46:53 GMT+0530 (India Standard Time),no,pineapple,merge manually,
prod_01KVW221QD90ZE1Y069Z8VB2J4,Pineapple,pineapple-mqrn4er9,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVW221YN1BGRD3G66J4KSJTQ,700,,Wed Jun 24 2026 11:06:14 GMT+0530 (India Standard Time),Wed Jun 24 2026 11:06:14 GMT+0530 (India Standard Time),no,pineapple,merge manually,
prod_01KVW5WN2X0EWHYJ4SGGCA7XNP,Thekua,thekua-mqrpiime,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVW5WNE5G5M7Z46PKGYH3Y5X,2000,,Wed Jun 24 2026 12:13:12 GMT+0530 (India Standard Time),Wed Jun 24 2026 12:13:12 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,thekua,remove from sales channel,
prod_01KVWF8FG3R20YF227VBX4RJKS,Thekua,thekua-mqrvd3g1,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KVWF8FWA0H73XJWWDZX63PDD,2000,,Wed Jun 24 2026 14:56:56 GMT+0530 (India Standard Time),Wed Jun 24 2026 14:57:30 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,thekua,remove from sales channel,
prod_01KW1E8JX774PPRMQ88VN5GR9Q,E-Book Gardening 1782459943821,e-book-gardening-1782459943821-mqummmxt,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1E8K0NT9NVRYR5EDKC77CM,1999,2499,Fri Jun 26 2026 13:15:43 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:15:43 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e-book-gardening,remove from sales channel,
prod_01KW1E8K65ZETX0GGC3HFR1PFA,Empty File 1782459944121,empty-file-1782459944121-mqummn5u,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1E8K6N09Y4GB3RC81NES8M,,500,Fri Jun 26 2026 13:15:44 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:15:44 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,empty-file,remove from sales channel,
prod_01KW1ECW8TGFYJMNMV1NDF1RT7,E-Book Gardening 1782460084480,e-book-gardening-1782460084480-mqumpnh2,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1ECW9SKM0VPQBFPSXBGKCS,1999,2499,Fri Jun 26 2026 13:18:04 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:18:04 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e-book-gardening,remove from sales channel,
