product_id,product_title,product_handle,variant_id,variant_title,price_set_id,stored_cad_price,store_api_calculated_cad_price,current_usd_price,source_or_created_at,likely_minor_unit_seed,suggested_corrected_cad_price,correction_reason,approved_corrected_cad_price,status
prod_01KVJF9J4RKQA6VSTE3T3YYAKX,Medusa T-Shirt,t-shirt,variant_01KVJF9J7S2NNS60SCPNBNK3YH,S / White,pset_01KVJF9JA52P2JNJHGJVKKXX8Q,10,,15,Sat Jun 20 2026 17:45:07 GMT+0530 (India Standard Time),no,,,,ok
prod_01KVJF9J4RKQA6VSTE3T3YYAKX,Medusa T-Shirt,t-shirt,variant_01KVJF9J7SFPA1G7GAD3ZYPRM0,M / Black,pset_01KVJF9JA6BMFFSP5TKX5XEMPA,10,,15,Sat Jun 20 2026 17:45:07 GMT+0530 (India Standard Time),no,,,,ok
prod_01KVJF9J4RKQA6VSTE3T3YYAKX,Medusa T-Shirt,t-shirt,variant_01KVJF9J7SEH6FJ3VVX98B31M2,M / White,pset_01KVJF9JA62QT16FTVNR08JZRM,10,,15,Sat Jun 20 2026 17:45:07 GMT+0530 (India Standard Time),no,,,,ok
prod_01KVJF9J4RKQA6VSTE3T3YYAKX,Medusa T-Shirt,t-shirt,variant_01KVJF9J7S83CCMC5AAKBGVQNC,L / Black,pset_01KVJF9JA7NKKF33S7F1YSZM2M,10,,15,Sat Jun 20 2026 17:45:07 GMT+0530 (India Standard Time),no,,,,ok
prod_01KVJF9J4RKQA6VSTE3T3YYAKX,Medusa T-Shirt,t-shirt,variant_01KVJF9J7S7ZQDN60WM8ACGRJF,L / White,pset_01KVJF9JA7EDJM9CDS9F6M7KVB,10,,15,Sat Jun 20 2026 17:45:07 GMT+0530 (India Standard Time),no,,,,ok
prod_01KVJF9J4RKQA6VSTE3T3YYAKX,Medusa T-Shirt,t-shirt,variant_01KVJF9J7S66WB2FHYDA4WWVYK,XL / Black,pset_01KVJF9JA87H7VV45FP9RWZYW9,10,,15,Sat Jun 20 2026 17:45:07 GMT+0530 (India Standard Time),no,,,,ok
prod_01KVJF9J4RKQA6VSTE3T3YYAKX,Medusa T-Shirt,t-shirt,variant_01KVJF9J7TE542K4A96JQMWSDA,XL / White,pset_01KVJF9JA8WT3N85VTJ8JZ3JT3,10,,15,Sat Jun 20 2026 17:45:07 GMT+0530 (India Standard Time),no,,,,ok
prod_01KVMCKDHHQQPJZ72BHN5A5ETD,lyuyhybuyhbb,lyuyhybuyhbb-mqndvup6,variant_01KVMCKDKFZJWW29S963TVY186,Digital Download,pset_01KVMCKDM6BQPPAJGEQBFGJ4MX,699,,901,Sun Jun 21 2026 11:36:34 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVMCN2V0YK5CRHYA4CH2CTR3,lyuyhybuyhbb,lyuyhybuyhbb-mqndx0t6,variant_01KVMCN2VRXEM77SFC9PQQKMQ3,Digital Download,pset_01KVMCN2W7YSH2MVM0DB3GX5Q3,699,,901,Sun Jun 21 2026 11:37:28 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB71XDNGFJN01RH3C2G1M,Organic Apples,organic-apples,variant_01KVSFB75GZJ4N0B9SY6BXDTZC,Standard,pset_01KVSFB77YEM556Y6A0PQTJJ4Q,499,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,4.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7BAX6R5GFXKKCC4CYHX,Fresh Bananas,fresh-bananas,variant_01KVSFB7CD3CVS9WN4SCVE9YXT,Standard,pset_01KVSFB7D5SDCMC9NRH82RXCAH,299,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,2.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7DRWS2W3RZ6PEWEJV29,Red Strawberries,red-strawberries,variant_01KVSFB7EKARSRMJ14F2T30WPN,Standard,pset_01KVSFB7F67J88JKRF5F649VBT,699,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,6.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7FQRQPT7HHHQTS0D9QA,Green Grapes,green-grapes,variant_01KVSFB7GDJ405F2JQJ8A68700,Standard,pset_01KVSFB7H2YP6PKD3B65RXQMQ3,599,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,5.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7HK2723G4QTVR3DBP0S,Sweet Mangoes,sweet-mangoes,variant_01KVSFB7JCCZ0V3E7Q7JQPAYGW,Standard,pset_01KVSFB7K1Q8YPPWDJXV4CXXX2,799,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,7.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7KH3MAADTC8FXDNB7K9,Organic Carrots,organic-carrots,variant_01KVSFB7M7DJ2NQP1MRFC161ZP,Standard,pset_01KVSFB7MW519ZYSVCY30G453V,399,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,3.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7NFW3HA28BEMYCHVFRJ,Fresh Broccoli,fresh-broccoli,variant_01KVSFB7PMVBDKJ5NHD9CQQ5NX,Standard,pset_01KVSFB7QM5PYMWSJ8PKXPVDZM,449,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,4.49,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7REXCQRQ06W82C4610V,Green Spinach,green-spinach,variant_01KVSFB7SC8G5X8ZGN2TAPHTPG,Standard,pset_01KVSFB7TQ63A55QPSJ3AD4Z3N,499,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,4.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7VJMJVD821ZFVYN9FWV,Red Tomatoes,red-tomatoes,variant_01KVSFB7WSVC6Y3C0E24ZSP890,Standard,pset_01KVSFB7Y1EAM3S8A6HBYGZDR8,399,,,Tue Jun 23 2026 11:00:43 GMT+0530 (India Standard Time),yes,3.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB7Z7ZARK3KPZCNNGCFN8,Organic Potatoes,organic-potatoes,variant_01KVSFB80MDTP8T8R6Z7GB0CQN,Standard,pset_01KVSFB81STRZV93HG7VP8QYP4,549,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,5.49,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB82HYD8N48WG7XQGKWBW,Organic Milk,organic-milk,variant_01KVSFB83K91ZD462YSQSFPK8C,Standard,pset_01KVSFB84KT2D5DF8168A0WS87,649,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,6.49,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB85A4E8Z4E4F7ZX8E2SW,Greek Yogurt,greek-yogurt,variant_01KVSFB86BTEA7ZEZ2M01STJYG,Standard,pset_01KVSFB874M5ZXKH8ZN9FA9V36,599,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,5.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB87RKDRSY8HR988M0Z9K,Cheddar Cheese,cheddar-cheese,variant_01KVSFB88CG0FGKBQTG2KNBZE8,Standard,pset_01KVSFB898SY6YECAC57YKA1WF,799,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,7.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8A3QK5WZV03MTMEAHPD,Fresh Butter,fresh-butter,variant_01KVSFB8B6VM0SCQ8NFQZRC239,Standard,pset_01KVSFB8BZME78VF1TY849SYPV,549,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,5.49,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8CFN04MJA0CDQ8Y3QZX,Paneer Block,paneer-block,variant_01KVSFB8D6X5V3ZFD2N7NXRYY5,Standard,pset_01KVSFB8DQ84MNNF3ENKFRVC2N,699,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,6.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8ENFV01KZE8AYE46CJB,Whole Wheat Bread,whole-wheat-bread,variant_01KVSFB8FGBH5QYY47W48PZY7B,Standard,pset_01KVSFB8G5T23VS56G5T86CXFQ,499,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,4.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8GJWSH1JMXG0XPG2F6N,Croissant,croissant,variant_01KVSFB8HDHXQHA4PKSS9PQ89A,Standard,pset_01KVSFB8J460K39GFGNP4ZHXFZ,349,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,3.49,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8JPGQQ7QE235C4QDZX0,Sourdough Loaf,sourdough-loaf,variant_01KVSFB8K8SQ0PERBD5HNEJE6M,Standard,pset_01KVSFB8KQZ4EDMXEF9Z4AECCW,699,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,6.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8M7AVMZ6888SSSYQE5K,Muffins Pack,muffins-pack,variant_01KVSFB8MVTVENGRRVN6V61TQN,Standard,pset_01KVSFB8NB43ZKH3XX5MW9XC3A,899,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,8.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8NSZ67XN9G17BJJ1W38,Organic Cookies,organic-cookies,variant_01KVSFB8PAKFQGF5B8VM9DCSFJ,Standard,pset_01KVSFB8PXNTSG2GQYD64G1ZW0,649,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,6.49,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8QBJ9M95V6E0DFZWHBV,Chicken Breast,chicken-breast,variant_01KVSFB8R0M148Z5PHK7597K2E,Standard,pset_01KVSFB8RK9E6DZY2R22Q015YT,1299,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,12.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8S2F4YXNV9BAKSNB9M2,Lamb Chops,lamb-chops,variant_01KVSFB8STSXDM303M3W7B1C6A,Standard,pset_01KVSFB8TCBYHJ9YD58J8F6PRV,1899,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,18.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8V27PTZ08274047AXD9,Turkey Slices,turkey-slices,variant_01KVSFB8VPBD68YJKXTHQMNQ8W,Standard,pset_01KVSFB8W5VM32WY9QZ12N1R91,1099,,,Tue Jun 23 2026 11:00:44 GMT+0530 (India Standard Time),yes,10.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8WPTXN2GCYBZ5XH4RH6,Beef Steak,beef-steak,variant_01KVSFB8X9WW94FBJDVM4J4VFH,Standard,pset_01KVSFB8XXR3NVBGV45WHG54GJ,2299,,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),yes,22.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB8YFCM952E63E8F4955Z,Chicken Sausages,chicken-sausages,variant_01KVSFB8Z51WWP1W03QSDBY8N3,Standard,pset_01KVSFB906MTZW6AWVMWTZJ2J5,999,,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),yes,9.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB913BBP6JV700C09QV5D,Salmon Fillet,salmon-fillet,variant_01KVSFB92CWGYZ3A6S6EMXP6BE,Standard,pset_01KVSFB93BV978BCNBTFKZSJPP,1999,,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),yes,19.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB94BJ8CSBH3WSE47JY4N,Fresh Prawns,fresh-prawns,variant_01KVSFB95KV4BKPP4JT3WD2MRP,Standard,pset_01KVSFB96X0A4KPYT2GFPGNV0C,1699,,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),yes,16.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB97WZ9DA9P6VRTKVQAFF,Tuna Steak,tuna-steak,variant_01KVSFB992JJ928VFRNB422JQ9,Standard,pset_01KVSFB9A7DV4D21PX7CNBJ7DV,1899,,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),yes,18.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB9B2AF16KR0X5JE0C3WV,Crab Meat,crab-meat,variant_01KVSFB9C5W5C0347WGB5RNS4Y,Standard,pset_01KVSFB9D64Q55APBVM0BKAPZS,2199,,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),yes,21.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSFB9E75M66XRVS6N0XS6ZW,White Fish Fillet,white-fish-fillet,variant_01KVSFB9F81ZZM6H5SSK61WGBN,Standard,pset_01KVSFB9G3X9376X2ZFKAD3B79,1499,,,Tue Jun 23 2026 11:00:45 GMT+0530 (India Standard Time),yes,14.99,"Matched backend/src/scripts/seed-category-products.ts, which seeded grocery CAD prices such as 499 for catalog values that read as 4.99 in major-unit Medusa v2. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSPT0255E9PQS0FJZ94MPSR,Papaya,papaya-mqqc55q3,variant_01KVSPT08VCN1E9D4CYYGQBG3Q,Standard,pset_01KVSPT0B65JRZKV3SMK5WFEV2,699,,,Tue Jun 23 2026 13:11:07 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSPZAPBTBRDSZHTRVCYXW6Z,Papaya Pack 2015cd,papaya-pack-2015cd-mqqc8whq,variant_01KVSPZAVZKYRRNKJJXMB3VJH0,Small,pset_01KVSPZAY4Z03NKP472WSPVGA2,499,,,Tue Jun 23 2026 13:14:02 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSPZAPBTBRDSZHTRVCYXW6Z,Papaya Pack 2015cd,papaya-pack-2015cd-mqqc8whq,variant_01KVSPZAW0S335JX2KXGD7NEQJ,Large,pset_01KVSPZAY47XD6WE54XWCEJSE8,899,,,Tue Jun 23 2026 13:14:02 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSQ48867BV7ZNMYB7CFZX75,Papaya Final a90dd3,papaya-final-a90dd3-mqqccd0y,variant_01KVSQ48EZAJH0KY9XVS2ZZ7BA,Standard,pset_01KVSQ48J2ZDP1JXQ1W90WQ78C,799,,,Tue Jun 23 2026 13:16:43 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSQ9RMC9VY464EF61WVPZE2,Papaya Link 1a8db7,papaya-link-1a8db7-mqqcg8cz,variant_01KVSQ9RXKQWZBH7AK4VK7PTSV,Standard,pset_01KVSQ9S0Q5KMR28SRFC4JR3NX,899,,,Tue Jun 23 2026 13:19:44 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSQZ00MWS1S3T7FYJJC0VXK,Papaya Link Array b9f928,papaya-link-array-b9f928-mqqcv56k,variant_01KVSQZ04ZZ120JMVMPCQ0PYQJ,Standard,pset_01KVSQZ06R7209J4XC8NE2QMN4,999,,,Tue Jun 23 2026 13:31:19 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVSZH979HQY5NNJS0BCC8Y7Q,papaya,papaya-mqqhlb57,variant_01KVSZH9M19J7GWF1M8TV5D5ZZ,Standard,pset_01KVSZH9QSZYSCRJCBCN2YANW9,600,,,Tue Jun 23 2026 15:43:39 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVW0YM6H0HYPRV73MKDJZWDX,Pineapple,pineapple-mqrmfj25,variant_01KVW0YMR5Q4X2P1H9QVJ0W6XK,Standard,pset_01KVW0YN151689PEAX4XMTP1C9,900,,,Wed Jun 24 2026 10:46:53 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KVW221QD90ZE1Y069Z8VB2J4,Pineapple,pineapple-mqrn4er9,variant_01KVW221YN1BGRD3G66J4KSJTQ,Standard,pset_01KVW2221YZ7PCQYJQ8R28795H,700,,,Wed Jun 24 2026 11:06:14 GMT+0530 (India Standard Time),yes,,"Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
prod_01KWW11N9K4XYTK17K7DKTSBX0,Organic OIL,organic-oil-mr9drod0,variant_01KWW11NCJY9SGGGPJ5D7WB4FR,Standard,pset_01KWW11NEFZG6YE7XHT4W1GHDE,2500,,,Mon Jul 06 2026 21:04:15 GMT+0530 (India Standard Time),yes,,"Title appears in reported storefront price-inflation examples or currency test fixtures; requires merchant review before correction. | Stored CAD amount is an integer pattern commonly produced by minor-unit seeding, but this alone is not approval to change it.",,suspicious_needs_review
